split,task,model,partition,random_state,true_label,predicted_label,count
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,2.0,acetone,acetone,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,alcohol,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,alcohol,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,acetone,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,2.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,air,air,67
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,air,alcohol,14
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,alcohol,air,5
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,alcohol,alcohol,68
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,alcohol,acetone,23
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,acetone,air,13
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,acetone,alcohol,18
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,2.0,acetone,acetone,65
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,3.0,acetone,acetone,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,alcohol,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,alcohol,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,acetone,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,3.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,air,air,66
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,air,alcohol,14
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,air,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,alcohol,air,5
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,alcohol,alcohol,81
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,alcohol,acetone,10
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,acetone,air,19
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,acetone,alcohol,25
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,3.0,acetone,acetone,52
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,air,air,6
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,alcohol,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,alcohol,alcohol,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,acetone,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,train,4.0,acetone,acetone,12
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,air,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,air,alcohol,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,air,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,alcohol,air,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,alcohol,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,alcohol,acetone,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,acetone,air,0
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,acetone,alcohol,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,validation,4.0,acetone,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,air,air,67
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,air,alcohol,13
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,air,acetone,1
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,alcohol,air,4
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,alcohol,alcohol,69
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,alcohol,acetone,23
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,acetone,air,2
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,acetone,alcohol,30
S2_train_I_internal_val_test_all,three_class_with_air,MLP,test,4.0,acetone,acetone,64
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,air,air,5
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,acetone,alcohol,2
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,train,,acetone,acetone,9
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,air,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,alcohol,alcohol,4
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,validation,,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,air,air,57
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,air,alcohol,24
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,alcohol,air,3
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,alcohol,alcohol,92
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,acetone,air,15
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,acetone,alcohol,27
S3_train_I_internal_20_10_test_all,three_class_with_air,LDA,test,,acetone,acetone,54
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,alcohol,alcohol,11
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,train,,acetone,acetone,9
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,alcohol,alcohol,4
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,validation,,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,air,air,68
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,air,alcohol,13
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,alcohol,air,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,alcohol,alcohol,88
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,alcohol,acetone,5
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,acetone,air,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,acetone,alcohol,18
S3_train_I_internal_20_10_test_all,three_class_with_air,Logistic Regression,test,,acetone,acetone,75
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,air,air,3
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,air,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,alcohol,alcohol,11
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,acetone,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,train,,acetone,acetone,8
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,alcohol,alcohol,4
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,validation,,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,air,air,61
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,air,alcohol,19
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,air,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,alcohol,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,alcohol,alcohol,88
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,alcohol,acetone,6
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,acetone,alcohol,63
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,acetone,acetone,32
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,acetone,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,acetone,acetone,9
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,air,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,alcohol,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,air,air,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,alcohol,87
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,acetone,9
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,acetone,alcohol,13
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,acetone,acetone,83
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,acetone,alcohol,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,acetone,acetone,10
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,air,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,air,air,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,alcohol,86
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,acetone,10
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,acetone,alcohol,16
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,acetone,acetone,80
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,acetone,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,acetone,acetone,9
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,air,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,air,air,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,alcohol,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,acetone,15
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,acetone,alcohol,15
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,acetone,acetone,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,acetone,alcohol,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,acetone,acetone,10
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,air,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,air,air,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,alcohol,82
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,acetone,14
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,acetone,alcohol,14
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,acetone,acetone,82
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,acetone,alcohol,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,acetone,acetone,10
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,air,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,air,air,81
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,alcohol,88
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,acetone,8
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,acetone,alcohol,18
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,acetone,acetone,78
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,acetone,acetone,12
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,air,air,1
