architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max,split_short
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.9653061224489796,0.0223560227553128,0.9387755102040816,1.0,0.9693693693693696,0.0197377498200059,0.945945945945946,1.0,0.9652158844795212,0.0226242294317448,0.9373219373219374,1.0,0.9356097560975613,0.0193284026889355,0.9121951219512195,0.9658536585365852,0.9345703852746106,0.0190075085496339,0.9125121096952084,0.9647514717937252,0.9352986361274908,0.0195010769291764,0.9115628516837088,0.9657421063808148,,,,,,,,,,,,,,,,,64.0,87.34987120768983,20.0,220.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8565853658536586,0.0112301116421671,0.8390243902439024,0.8682926829268293,0.8544600938967136,0.0108648998049455,0.8373202176019077,0.8654892316864148,0.8582129373379421,0.0113258275992892,0.8406016441692885,0.8701192527279483,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S6
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.9918367346938776,0.0182536161428554,0.9591836734693876,1.0,0.9927927927927928,0.0161158052432417,0.963963963963964,1.0,0.991827827827828,0.018273532500809,0.9591391391391392,1.0,0.9385365853658536,0.0127203949369807,0.9170731707317074,0.951219512195122,0.937506520605112,0.0124284742790491,0.9166107757657054,0.9500707951412176,0.93839782811498,0.0127187701101251,0.9170000055325952,0.9512337463613912,,,,,,,,,,,,,,,,,56.0,24.08318915758459,30.0,90.0,S6
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7980487804878049,0.0095090676534721,0.7853658536585366,0.8097560975609757,0.7981220657276995,0.0089098814779784,0.7862731947238989,0.8091512035174007,0.7985049255166113,0.0092938239028301,0.7865968764009548,0.8099141295862607,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.96734693877551,0.0167670170664846,0.9489795918367347,0.9897959183673468,0.9711711711711712,0.0148033123650044,0.954954954954955,0.990990990990991,0.9674077306104474,0.0174470539416966,0.9481750082072404,0.9909893455098936,0.91609756097561,0.0190181353069443,0.8975609756097561,0.9365853658536586,0.9156718086295552,0.0186542509436283,0.8972352634324464,0.935986288098964,0.9158588587799336,0.0193237227220368,0.8971809519285202,0.936892984273248,,,,,,,,,,,,,,,,,32.0,4.47213595499958,30.0,40.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8136585365853659,0.026807086173725,0.7707317073170732,0.8439024390243902,0.8131455399061032,0.0255680275933309,0.7721886876816454,0.8420150532826588,0.8162561572202207,0.0256614030419433,0.7770480265499713,0.8475273184285786,0.9042904290429042,0.0066006600660065,0.8943894389438944,0.9108910891089108,0.5463369963369964,0.0202846579532545,0.5148351648351649,0.5648351648351648,0.1,0.0408248290463863,0.0333333333333333,0.1333333333333333,0.9926739926739928,0.0063445084526332,0.9816849816849816,0.9963369963369964,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",0.9836734693877552,0.0234915600677986,0.9489795918367347,1.0,0.9855855855855856,0.0207402962760744,0.954954954954955,1.0,0.983262544677442,0.0239808408677596,0.9481750082072404,1.0,0.9229268292682928,0.0242434607605642,0.8878048780487805,0.951219512195122,0.9221253446605558,0.0237825981509146,0.8878455920709442,0.9506669647514716,0.92242882177855,0.0242754843444657,0.8876124481415628,0.9513601961007292,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5548717948717948,0.0393422622984324,0.5,0.5926739926739927,0.12,0.0869226987360353,0.0,0.2,0.9897435897435898,0.0087453013819145,0.978021978021978,1.0,88.0,69.7853852894716,30.0,200.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8360975609756098,0.0235463773388237,0.8097560975609757,0.8634146341463415,0.8343840822714063,0.0228296889032913,0.8085550339071466,0.8607943960056635,0.8368020847369813,0.0236007473472501,0.8124776583194434,0.864758248078216,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.01,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.979591836734694,0.0216461259546902,0.9489795918367347,1.0,0.981981981981982,0.0191109940861229,0.954954954954955,1.0,0.97955365533784,0.0213996129439238,0.95013698630137,1.0,0.9268292682926828,0.0220863052149692,0.902439024390244,0.951219512195122,0.9262389149713094,0.0218559008144084,0.9019300991131978,0.9500707951412176,0.926842285523699,0.0220765824777919,0.9022934025179196,0.9510865823986708,,,,,,,,,,,,,,,,,66.0,75.03332592921628,30.0,200.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8565853658536586,0.0112301116421671,0.8390243902439024,0.8682926829268293,0.8544600938967136,0.0108648998049455,0.8373202176019077,0.8654892316864148,0.8582129373379421,0.0113258275992892,0.8406016441692885,0.8701192527279483,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S7
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.993877551020408,0.0091268080714277,0.979591836734694,1.0,0.9945945945945948,0.0080579026216208,0.981981981981982,1.0,0.99367935058346,0.009897778654336,0.9774074074074074,1.0,0.942439024390244,0.0116461818403056,0.926829268292683,0.9560975609756096,0.941381623071764,0.0119845523229653,0.9254042775169536,0.955361800432223,0.9423609786032984,0.011948588370135,0.9262575292808662,0.956441438806766,,,,,,,,,,,,,,,,,80.0,62.849025449882674,40.0,190.0,S7
one-layer,S1_train_I_test_all,C-DANN-UDA,Train Period I only; no validation; test every current later-day sample.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8901098901098902,0.0260305318746372,0.8571428571428571,0.9267399267399268,0.8867026748971194,0.0248650614209386,0.8555812757201647,0.9221965020576132,0.8898388963295811,0.0252021038109865,0.8580337595615705,0.9250946369042422,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5192673992673993,0.0176045343193436,0.5,0.5481684981684982,0.0399999999999999,0.036514837167011,0.0,0.1,0.9985347985347984,0.0020063097344511,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S1
one-layer,S1_train_I_test_all,CDAN-UDA,Train Period I only; no validation; test every current later-day sample.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7868131868131867,0.0212643593753846,0.7655677655677655,0.8131868131868132,0.7860853909465021,0.0202552624174456,0.7662037037037037,0.8106995884773663,0.7887740220655731,0.0238799295276024,0.7614217453265152,0.8181314778575053,0.9135313531353136,0.0094507069724596,0.900990099009901,0.924092409240924,0.5900366300366301,0.0432648649850916,0.5333333333333333,0.6315018315018315,0.1866666666666666,0.0869226987360353,0.0666666666666666,0.2666666666666666,0.9934065934065934,0.0054331124447587,0.9853479853479854,1.0,400.0,0.0,400.0,400.0,S1
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Train Period I only; no validation; test every current later-day sample.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8783882783882785,0.0233687002311158,0.8534798534798534,0.9010989010989012,0.8735339506172839,0.024175005120149,0.8443930041152262,0.8978909465020576,0.8771905277201208,0.0251405228220565,0.8477402260063892,0.90096149226584,0.9003300330033003,0.0014759524603959,0.8976897689768977,0.900990099009901,0.4996336996336996,0.0008190725192306,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S1
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.9666666666666668,0.0745355992499929,0.8333333333333334,1.0,0.972222222222222,0.0621129993749941,0.8611111111111112,1.0,0.9648077412783296,0.078692282783415,0.8240387063916476,1.0,0.8278388278388278,0.0888231183368655,0.6703296703296703,0.8827838827838828,0.8281893004115226,0.0829519669755161,0.6810699588477366,0.8798868312757202,0.8265064492791294,0.094514337136563,0.658774604648763,0.8840607806210997,0.9161073825503354,1.2412670766236366e-16,0.9161073825503356,0.9161073825503356,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,130.0,115.54220008291342,10.0,320.0,S2
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,cdan,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",0.98,0.0447213595499957,0.9,1.0,0.9833333333333332,0.0372677996249965,0.9166666666666666,1.0,0.9788600288600288,0.0472704125113592,0.8943001443001443,1.0,0.7956043956043957,0.0512427897849481,0.7106227106227107,0.8388278388278388,0.7969907407407408,0.0482955250139336,0.7173353909465021,0.8369341563786009,0.797834528754175,0.0500882624188733,0.7146948097678215,0.8399755362120954,0.9268456375838924,0.0109767968012054,0.9093959731543624,0.9362416107382552,0.6148717948717949,0.0519353210234137,0.5326739926739927,0.6745054945054945,0.24,0.1019803902718557,0.08,0.36,0.9897435897435898,0.0047759724580239,0.9853479853479854,0.9963369963369964,262.0,162.84962388657826,20.0,400.0,S2
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,cdan+c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.2,0.05,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8637362637362639,0.0160504778756092,0.8351648351648352,0.8717948717948718,0.8608024691358025,0.0150186822330458,0.8341049382716049,0.8688271604938271,0.8647634969358506,0.016139749794756,0.8360912482911503,0.8747958599885578,0.914765100671141,0.0030014335268453,0.9093959731543624,0.9161073825503356,0.4992673992673992,0.0016381450384613,0.4963369963369963,0.5,0.0,0.0,0.0,0.0,0.9985347985347984,0.0032762900769227,0.9926739926739928,1.0,272.0,88.7130204648675,180.0,370.0,S2
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.2,0.5,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.8666666666666666,0.0849836585598797,0.8,1.0,0.888888888888889,0.0708197154665664,0.8333333333333334,1.0,0.8607817672523554,0.0881814497909253,0.791919191919192,1.0,0.7186813186813188,0.1062081579664874,0.6227106227106227,0.9010989010989012,0.726388888888889,0.0989206441931533,0.6352880658436214,0.8959619341563786,0.7076446994277408,0.1140805185219978,0.597975384259334,0.900962900883624,0.9317406143344712,1.2412670766236366e-16,0.931740614334471,0.931740614334471,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.0,142.0563268566381,10.0,330.0,S3
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,cdan,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",0.8666666666666668,0.0849836585598797,0.8,1.0,0.888888888888889,0.0708197154665664,0.8333333333333334,1.0,0.8607611002240159,0.0882016336858318,0.7918158567774937,1.0,0.6974358974358974,0.0791836001567167,0.6153846153846154,0.8241758241758241,0.7074074074074075,0.0753486368399454,0.6257716049382717,0.8256172839506172,0.6941530348212271,0.0837830666827863,0.6061388724728406,0.82742394887181,0.9310580204778156,0.0015263262645049,0.9283276450511946,0.931740614334471,0.5042673992673993,0.0095421948490375,0.5,0.5213369963369964,0.01,0.0223606797749978,0.0,0.05,0.9985347985347984,0.0032762900769227,0.9926739926739928,1.0,60.0,106.30145812734648,10.0,250.0,S3
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,cdan+c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.2,0.5,existing run_cdan_hybrid_report.py,"0,1,2,3,4",0.9066666666666666,0.0862811940369652,0.8333333333333334,1.0,0.9222222222222222,0.0719009950308043,0.8611111111111112,1.0,0.9012027841439606,0.0912446439104774,0.8240387063916476,1.0,0.7736263736263738,0.1115383111687516,0.684981684981685,0.9010989010989012,0.7780864197530863,0.1035079496932167,0.6904578189300411,0.8966049382716049,0.7687361512724652,0.1166485915036859,0.6761229410124235,0.9014175269494418,0.9317406143344712,1.2412670766236366e-16,0.931740614334471,0.931740614334471,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,158.0,198.92209530366404,10.0,400.0,S3
one-layer,S4_train_I_val_D1_2,C-DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8865306122448979,0.0292057858285686,0.8489795918367347,0.926530612244898,0.8832749283211214,0.0279307030386779,0.8476160135924392,0.9219496654985664,0.8866487318871347,0.0284963363280069,0.8500080933994005,0.9253079359700278,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5192673992673993,0.0176045343193436,0.5,0.5481684981684982,0.0399999999999999,0.036514837167011,0.0,0.1,0.9985347985347984,0.0020063097344511,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S4
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.05,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8857142857142858,0.0189257520316239,0.8571428571428571,0.9020408163265308,0.8874694701072527,0.0184288158272882,0.8595093978974195,0.9035255389189764,0.886154695733636,0.019659435908579,0.8572172582024798,0.9033624104755772,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5370695970695971,0.0235526435673945,0.5148351648351649,0.563003663003663,0.08,0.0505525029603436,0.0333333333333333,0.1333333333333333,0.9941391941391942,0.0041764667586048,0.989010989010989,1.0,152.0,35.63705936241092,120.0,210.0,S4
one-layer,S4_train_I_val_D1_2,CDAN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7820408163265304,0.0235535315040873,0.7551020408163265,0.8122448979591836,0.7817033025379633,0.022666372819373,0.7563980036104917,0.8099713284485505,0.7825515297851949,0.0280503649597627,0.7473837989967022,0.8172757051304097,0.9135313531353136,0.0094507069724596,0.900990099009901,0.924092409240924,0.5900366300366301,0.0432648649850916,0.5333333333333333,0.6315018315018315,0.1866666666666666,0.0869226987360353,0.0666666666666666,0.2666666666666666,0.9934065934065934,0.0054331124447587,0.9853479853479854,1.0,400.0,0.0,400.0,400.0,S4
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8734693877551021,0.0104061622726383,0.8571428571428571,0.8816326530612245,0.8758415631305088,0.0099898945769132,0.8601996389508336,0.884145693957736,0.8731677149366783,0.0113979128777284,0.8550518625366728,0.8810792249202843,0.92013201320132,0.0110450168519349,0.9075907590759076,0.933993399339934,0.6204029304029304,0.0468441458676141,0.563003663003663,0.6666666666666666,0.2466666666666666,0.0930949336251262,0.1333333333333333,0.3333333333333333,0.9941391941391942,0.006129377483766,0.9853479853479854,1.0,164.0,98.89388252060893,90.0,330.0,S4
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8775510204081634,0.0230892010183362,0.8489795918367347,0.8979591836734694,0.8732292662206648,0.02321749424859,0.8476160135924392,0.89481788255283,0.8770437850526573,0.0245899890741741,0.8484318676071944,0.8985738468647361,0.9003300330033003,0.0014759524603959,0.8976897689768977,0.900990099009901,0.4996336996336996,0.0008190725192306,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S4
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.05,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8832653061224489,0.0117590696252146,0.8693877551020408,0.8979591836734694,0.8847297440798556,0.0114774664126484,0.8718275459275778,0.8996495699267282,0.8830130542338315,0.0130288671143944,0.8671437791595569,0.8987354813808387,0.9029702970297032,0.0059953472358366,0.8943894389438944,0.9108910891089108,0.5367032967032968,0.0158853619685607,0.5111721611721612,0.55,0.08,0.0298142396999972,0.0333333333333333,0.1,0.9934065934065934,0.0047759724580239,0.989010989010989,1.0,180.0,127.27922061357856,70.0,370.0,S4
one-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8857142857142858,0.0283210861191275,0.8528138528138528,0.9264069264069263,0.8827697262479871,0.0271451431390256,0.851494006083378,0.9221685453569513,0.8860798181296918,0.0275978250358796,0.854158590615263,0.9253965690496696,0.9036303630363036,0.0027612542129837,0.900990099009901,0.9075907590759076,0.5192673992673993,0.0176045343193436,0.5,0.5481684981684982,0.0399999999999999,0.036514837167011,0.0,0.1,0.9985347985347984,0.0020063097344511,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S5
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.9888888888888888,0.0248451997499976,0.9444444444444444,1.0,0.9901234567901234,0.0220846219999979,0.9506172839506172,1.0,0.9884810904418748,0.0257570647986401,0.9424054522093738,1.0,0.9125541125541125,0.0154272984252861,0.8961038961038961,0.9307359307359307,0.9127214170692431,0.0144769511978122,0.8976561102164967,0.9298622293791377,0.9139439629118138,0.0152821287454189,0.8972963366964611,0.9320568059160936,0.9009900990099012,0.0023336857464902,0.8976897689768977,0.9042904290429042,0.5059340659340659,0.0082281124314967,0.5,0.5166666666666667,0.0133333333333333,0.0182574185835055,0.0,0.0333333333333333,0.9985347985347984,0.0032762900769227,0.9926739926739928,1.0,172.0,128.14054783713078,30.0,380.0,S5
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7818181818181819,0.0190180802047522,0.7575757575757576,0.8051948051948052,0.7817140812309894,0.0181150032117483,0.758811952048667,0.8033637502236536,0.7825178495357545,0.0231237309706408,0.7510415402661489,0.8105095621224653,0.9135313531353136,0.0094507069724596,0.900990099009901,0.924092409240924,0.5900366300366301,0.0432648649850916,0.5333333333333333,0.6315018315018315,0.1866666666666666,0.0869226987360353,0.0666666666666666,0.2666666666666666,0.9934065934065934,0.0054331124447587,0.9853479853479854,1.0,400.0,0.0,400.0,400.0,S5
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",0.9916666666666668,0.0186338998124982,0.9583333333333334,1.0,0.9925925925925926,0.0165634664999984,0.9629629629629628,1.0,0.9913575382306032,0.0193251320093142,0.9567876911530164,1.0,0.8831168831168832,0.0122442732672995,0.8701298701298701,0.8961038961038961,0.8853104312041509,0.01171364272917,0.8729647521918054,0.8983718017534442,0.8829854365331075,0.0131269521624552,0.8687859626407112,0.8966733698825672,0.918151815181518,0.0119906944716732,0.9042904290429042,0.9306930693069309,0.6104029304029304,0.0546446918367416,0.5315018315018315,0.6648351648351648,0.2266666666666666,0.1090361815586408,0.0666666666666666,0.3333333333333333,0.9941391941391942,0.0055552201055322,0.9853479853479854,1.0,206.0,128.76334882255898,30.0,380.0,S5
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8761904761904763,0.0222006604414858,0.8484848484848485,0.8961038961038961,0.8721417069243156,0.0224191873297593,0.8473787797459295,0.8933619609948112,0.875852254891166,0.0238016714928436,0.84831926898966,0.8970420260742841,0.9003300330033003,0.0014759524603959,0.8976897689768977,0.900990099009901,0.4996336996336996,0.0008190725192306,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,400.0,0.0,400.0,400.0,S5
